ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"When Sarah and Marilyn got a mango at the theater, Marilyn decided to give it to",Sarah,"When Johnny and Bruno got a mango at the theater, Drake decided to give it to",Bernard,Marilyn,Bruno
"Then, Kristina and Theresa were working at the river. Kristina decided to give a coconut to",Theresa,"Then, Harold and Alberto were working at the river. Cesar decided to give a coconut to",Gabrielle,Kristina,Harold
"While Jessie and Richard were working at the zoo, Richard gave a watermelon to",Jessie,"While Quinn and Ben were working at the zoo, Orlando gave a watermelon to",Ally,Richard,Ben
"Then, Jody and Dianne were working at the river. Jody decided to give a pineapple to",Dianne,"Then, Elvis and Kelton were working at the river. Aaron decided to give a pineapple to",Austen,Jody,Elvis
"After the lunch, Rosa and Melissa went to the school. Melissa gave a apple to",Rosa,"After the lunch, Bradley and Carson went to the school. Jaime gave a apple to",Bella,Melissa,Carson
"Then, Pat and Janet had a lot of fun at the library. Pat gave a pineapple to",Janet,"Then, Chelsea and Sheridan had a lot of fun at the library. Claudia gave a pineapple to",Rodrigo,Pat,Chelsea
"Then, Rosa and Carol had a lot of fun at the park. Carol gave a pear to",Rosa,"Then, Casey and Lauren had a lot of fun at the park. Dan gave a pear to",Nash,Carol,Lauren
"When Rebecca and Ginger got a pineapple at the bar, Rebecca decided to give it to",Ginger,"When Xander and Jenifer got a pineapple at the bar, Wilson decided to give it to",Aden,Rebecca,Xander
"Then, William and Shannon had a lot of fun at the theater. Shannon gave a blueberry to",William,"Then, Jack and Maura had a lot of fun at the theater. Daisy gave a blueberry to",Winston,Shannon,Maura
"Then, Eleanor and Carmen went to the river. Eleanor gave a pineapple to",Carmen,"Then, Emerald and Araceli went to the river. Paula gave a pineapple to",Logan,Eleanor,Emerald
The shop Kristi and Marian went to had a grape. Kristi gave it to,Marian,The shop Amelia and Desmond went to had a grape. Ciara gave it to,Javon,Kristi,Amelia
"When Gwen and Lorraine got a plum at the lake, Gwen decided to give the plum to",Lorraine,"When Sally and Kallie got a plum at the lake, Tyrique decided to give the plum to",Corinne,Gwen,Sally
"While Faye and William were commuting to the bar, Faye gave a grape to",William,"While Solomon and Sam were commuting to the bar, Kristofer gave a grape to",Augustus,Faye,Solomon
"After the lunch, Faye and Ella went to the theater. Faye gave a plum to",Ella,"After the lunch, Dexter and Marcel went to the theater. Deborah gave a plum to",Aimee,Faye,Dexter
"Then, Richard and Melanie went to the cave. Richard gave a cherry to",Melanie,"Then, Joseph and Lilly went to the cave. Tina gave a cherry to",Everett,Richard,Joseph
"Then, Stella and Irma were working at the store. Irma decided to give a peach to",Stella,"Then, Thalia and Ronald were working at the store. Marcus decided to give a peach to",Jan,Irma,Ronald
"Then, Angie and Grace had a lot of fun at the lake. Grace gave a papaya to",Angie,"Then, Carson and Karlee had a lot of fun at the lake. Britney gave a papaya to",Brett,Grace,Karlee
Friends Erika and Lorraine found a cantaloupe at the school. Erika gave it to,Lorraine,Friends Tamara and Emilio found a cantaloupe at the school. Keon gave it to,Brody,Erika,Tamara
"Then, Jacqueline and Gwen had a lot of fun at the shop. Gwen gave a apple to",Jacqueline,"Then, Lonnie and Lexus had a lot of fun at the shop. Nathanael gave a apple to",Miriam,Gwen,Lexus
"Then, Grace and Amanda had a lot of fun at the theater. Grace gave a watermelon to",Amanda,"Then, Stacy and Christy had a lot of fun at the theater. Ronald gave a watermelon to",Kate,Grace,Stacy
"Then, Megan and Stella went to the river. Megan gave a pear to",Stella,"Then, Chad and Drew went to the river. Kai gave a pear to",Liam,Megan,Chad
"When Leigh and Marian got a mango at the park, Leigh decided to give the mango to",Marian,"When Theresa and Malik got a mango at the park, Lindsey decided to give the mango to",Geoffrey,Leigh,Theresa
"Then, Nellie and Kristina were working at the river. Kristina decided to give a pear to",Nellie,"Then, Jailyn and Keira were working at the river. Kiarra decided to give a pear to",Mathew,Kristina,Keira
"After the lunch, Gwen and Deanna went to the gym. Gwen gave a blackberry to",Deanna,"After the lunch, Harold and Caleigh went to the gym. Kristine gave a blackberry to",Deborah,Gwen,Harold
"Then, Martha and Theresa had a lot of fun at the desert. Martha gave a watermelon to",Theresa,"Then, Layne and Kira had a lot of fun at the desert. Marcus gave a watermelon to",Carlo,Martha,Layne
"Then, Marian and Kari went to the cave. Kari gave a honeydew to",Marian,"Then, Darian and Madisen went to the cave. Heaven gave a honeydew to",Jaime,Kari,Madisen
"When Yolanda and Alice got a watermelon at the cafe, Alice decided to give the watermelon to",Yolanda,"When Gonzalo and Kate got a watermelon at the cafe, Rachael decided to give the watermelon to",Heather,Alice,Kate
The home Mildred and Pauline went to had a coconut. Pauline gave it to,Mildred,The home Serena and Willow went to had a coconut. Vincenzo gave it to,Lawson,Pauline,Willow
The river Marsha and Theresa went to had a cantaloupe. Marsha gave it to,Theresa,The river Derrick and Alek went to had a cantaloupe. Zion gave it to,Celeste,Marsha,Derrick
Friends Janet and Jody found a pineapple at the lake. Jody gave it to,Janet,Friends Candice and Jamir found a pineapple at the lake. Eliza gave it to,Curtis,Jody,Jamir
The library Richard and Kathryn went to had a plum. Richard gave it to,Kathryn,The library Sam and Sylvia went to had a plum. Louis gave it to,Spencer,Richard,Sam
"Then, Erika and Heidi went to the forest. Erika gave a raspberry to",Heidi,"Then, Christa and Marcel went to the forest. Javon gave a raspberry to",Roland,Erika,Christa
"When Mark and Marilyn got a watermelon at the store, Marilyn decided to give it to",Mark,"When Andy and Armando got a watermelon at the store, Moses decided to give it to",Dayton,Marilyn,Armando
Friends Jody and Susan found a cantaloupe at the museum. Jody gave it to,Susan,Friends Savannah and Joe found a cantaloupe at the museum. Garrison gave it to,Roderick,Jody,Savannah
Friends Leigh and Stella found a papaya at the beach. Leigh gave it to,Stella,Friends Finn and Paola found a papaya at the beach. Jerry gave it to,Nash,Leigh,Finn
"After the lunch, Melanie and Mona went to the home. Mona gave a mango to",Melanie,"After the lunch, Tucker and Carrie went to the home. Cortez gave a mango to",Grady,Mona,Carrie
"Then, Evelyn and Violet were working at the cave. Violet decided to give a papaya to",Evelyn,"Then, Brittney and Deion were working at the cave. Phillip decided to give a papaya to",Tamara,Violet,Deion
"Then, Kristi and Carmen had a lot of fun at the school. Kristi gave a honeydew to",Carmen,"Then, Leonard and Chantel had a lot of fun at the school. Chelsea gave a honeydew to",Emily,Kristi,Leonard
"After Melanie and Jessica went to the market, Jessica gave a papaya to",Melanie,"After Velma and Jacob went to the market, Markus gave a papaya to",Craig,Jessica,Jacob
"Then, Nellie and Rebecca went to the store. Rebecca gave a banana to",Nellie,"Then, Celeste and Eileen went to the store. Kassandra gave a banana to",Madisyn,Rebecca,Eileen
"After Stacy and Suzanne went to the home, Suzanne gave a blackberry to",Stacy,"After Issac and Jamar went to the home, Bernard gave a blackberry to",Guy,Suzanne,Jamar
"When Pat and Kim got a blackberry at the park, Pat decided to give the blackberry to",Kim,"When Danny and Andy got a blackberry at the park, Jan decided to give the blackberry to",Javier,Pat,Danny
"When Chelsea and Kristina got a cherry at the home, Kristina decided to give it to",Chelsea,"When Nick and Jaden got a cherry at the home, Saul decided to give it to",Pierce,Kristina,Jaden
"After the lunch, Leigh and Anne went to the park. Leigh gave a peach to",Anne,"After the lunch, Lena and Brian went to the park. Nicholas gave a peach to",Weston,Leigh,Lena
"Afterwards, Dianne and Grace went to the mountain. Grace gave a cantaloupe to",Dianne,"Afterwards, Mollie and Alexis went to the mountain. Ariel gave a cantaloupe to",Brendan,Grace,Alexis
"When Marian and Kelly got a honeydew at the library, Kelly decided to give the honeydew to",Marian,"When Kori and Walker got a honeydew at the library, Mercedes decided to give the honeydew to",Calvin,Kelly,Walker
"Then, Kim and Marilyn were working at the market. Marilyn decided to give a banana to",Kim,"Then, Eva and Treyvon were working at the market. Heidi decided to give a banana to",Allison,Marilyn,Treyvon
"After Stella and Mona went to the bar, Mona gave a cherry to",Stella,"After Sheldon and Lacey went to the bar, Lara gave a cherry to",Amiya,Mona,Lacey
"When Stella and Teresa got a pineapple at the bar, Teresa decided to give the pineapple to",Stella,"When Emmanuel and Cameron got a pineapple at the bar, Summer decided to give the pineapple to",Ruby,Teresa,Cameron
"When Melissa and Anita got a honeydew at the gym, Melissa decided to give the honeydew to",Anita,"When Genesis and Jameson got a honeydew at the gym, Alec decided to give the honeydew to",Trevor,Melissa,Genesis
The store Natasha and Rosemarie went to had a raspberry. Natasha gave it to,Rosemarie,The store Skyla and Zackery went to had a raspberry. Courtney gave it to,Camryn,Natasha,Skyla
Friends Rachel and Yolanda found a cherry at the bar. Rachel gave it to,Yolanda,Friends Madison and Margarita found a cherry at the bar. Anita gave it to,Braeden,Rachel,Madison
"When Martha and Ginger got a strawberry at the gym, Martha decided to give it to",Ginger,"When Tucker and Lucia got a strawberry at the gym, Paige decided to give it to",Rafael,Martha,Tucker
"After the lunch, Dianne and Carol went to the cave. Carol gave a honeydew to",Dianne,"After the lunch, Cornelius and Leonel went to the cave. Elise gave a honeydew to",Riley,Carol,Leonel
Friends Anne and Rachel found a raspberry at the park. Rachel gave it to,Anne,Friends Pierre and Eva found a raspberry at the park. Reed gave it to,Danny,Rachel,Eva
"Afterwards, Teresa and Paula went to the lake. Teresa gave a raspberry to",Paula,"Afterwards, Esther and Chase went to the lake. Daniel gave a raspberry to",Clara,Teresa,Esther
"While Harriet and Marilyn were commuting to the river, Marilyn gave a plum to",Harriet,"While Joanna and Rolando were commuting to the river, Alfred gave a plum to",Manuel,Marilyn,Rolando
The market Deanna and Ethel went to had a peach. Ethel gave it to,Deanna,The market Allyson and Hugo went to had a peach. Rylee gave it to,Jay,Ethel,Hugo
"Then, Pauline and Alicia had a lot of fun at the cafe. Pauline gave a cherry to",Alicia,"Then, Callie and Eugene had a lot of fun at the cafe. Rocio gave a cherry to",India,Pauline,Callie
"Afterwards, William and Alice went to the river. Alice gave a strawberry to",William,"Afterwards, Connor and Sky went to the river. Dan gave a strawberry to",Kennedy,Alice,Sky
Friends Mattie and Jackie found a mango at the river. Jackie gave it to,Mattie,Friends Princess and Destany found a mango at the river. Jamir gave it to,Mark,Jackie,Destany
"Afterwards, Robin and Chelsea went to the theater. Robin gave a mango to",Chelsea,"Afterwards, William and John went to the theater. Lily gave a mango to",Mia,Robin,William
"When Melissa and Mildred got a banana at the market, Melissa decided to give the banana to",Mildred,"When Abdullah and Alayna got a banana at the market, Samson decided to give the banana to",Shea,Melissa,Abdullah
"Then, Kathryn and Leigh were thinking about going to the beach. Leigh wanted to give a strawberry to",Kathryn,"Then, Alyson and Devon were thinking about going to the beach. Ann wanted to give a strawberry to",Danielle,Leigh,Devon
"Then, Ginger and Megan had a lot of fun at the cave. Megan gave a banana to",Ginger,"Then, Fidel and Mariam had a lot of fun at the cave. Larry gave a banana to",Tyler,Megan,Mariam
"When Rosa and Fannie got a peach at the bar, Fannie decided to give it to",Rosa,"When Hana and Nico got a peach at the bar, Kellen decided to give it to",Cruz,Fannie,Nico
"While Estelle and Susan were working at the home, Estelle gave a raspberry to",Susan,"While Malcolm and Mark were working at the home, Ciera gave a raspberry to",Carlton,Estelle,Malcolm
"After the lunch, Carol and Stacy went to the library. Carol gave a banana to",Stacy,"After the lunch, Holly and Xander went to the library. Emanuel gave a banana to",Zion,Carol,Holly
The desert Kim and Suzanne went to had a cherry. Suzanne gave it to,Kim,The desert Don and Katlyn went to had a cherry. Bryant gave it to,Norman,Suzanne,Katlyn
"Then, Kevin and Jacqueline were thinking about going to the home. Kevin wanted to give a honeydew to",Jacqueline,"Then, Susan and Hassan were thinking about going to the home. Viviana wanted to give a honeydew to",Marisol,Kevin,Susan
"Afterwards, Angie and Robin went to the beach. Robin gave a pear to",Angie,"Afterwards, Daisha and Morgan went to the beach. Antonia gave a pear to",Linda,Robin,Morgan
"After Jessica and Chelsea went to the store, Jessica gave a blackberry to",Chelsea,"After Ali and Sarah went to the store, Sammy gave a blackberry to",Kelly,Jessica,Ali
"While Kim and Natasha were working at the river, Natasha gave a honeydew to",Kim,"While Aaron and Malik were working at the river, Clark gave a honeydew to",Jeff,Natasha,Malik
"After the lunch, Jody and Kim went to the home. Jody gave a mango to",Kim,"After the lunch, Sara and Clinton went to the home. Sonny gave a mango to",Kaylyn,Jody,Sara
"While Velma and Nellie were commuting to the cafe, Velma gave a kiwi to",Nellie,"While Dejah and Tylor were commuting to the cafe, Kavon gave a kiwi to",Caitlynn,Velma,Dejah
"When Kristi and Susan got a pear at the river, Kristi decided to give it to",Susan,"When Kristofer and Brook got a pear at the river, Javier decided to give it to",Carly,Kristi,Kristofer
"After the lunch, Rosa and Carol went to the cafe. Carol gave a apple to",Rosa,"After the lunch, Randall and Dion went to the cafe. Calvin gave a apple to",Meredith,Carol,Dion
