ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"When Kristi and Angie got a honeydew at the cafe, Kristi decided to give the honeydew to",Angie,"When Finn and Owen got a honeydew at the cafe, Luca decided to give the honeydew to",Catherine,Kristi,Finn
"Then, Eleanor and Wilma were working at the library. Eleanor decided to give a cantaloupe to",Wilma,"Then, Janet and Meaghan were working at the library. Jana decided to give a cantaloupe to",Alicia,Eleanor,Janet
"When Alice and William got a blueberry at the cave, Alice decided to give it to",William,"When Morgan and Stephen got a blueberry at the cave, Logan decided to give it to",Dayton,Alice,Morgan
"Then, Faye and Yolanda were thinking about going to the mountain. Faye wanted to give a cherry to",Yolanda,"Then, Gerard and Celina were thinking about going to the mountain. Amari wanted to give a cherry to",Kaitlyn,Faye,Gerard
"Then, Miriam and Charlene were working at the river. Miriam decided to give a orange to",Charlene,"Then, Lane and Rachelle were working at the river. Anya decided to give a orange to",Roberto,Miriam,Lane
"When Richard and Alicia got a plum at the beach, Richard decided to give the plum to",Alicia,"When Ray and Guillermo got a plum at the beach, Lloyd decided to give the plum to",Gabriel,Richard,Ray
"Then, Janet and Rachel had a lot of fun at the store. Rachel gave a mango to",Janet,"Then, Judah and April had a lot of fun at the store. Malik gave a mango to",Kelly,Rachel,April
"After the lunch, Alice and Chelsea went to the cafe. Alice gave a apple to",Chelsea,"After the lunch, Blake and Ray went to the cafe. Iris gave a apple to",Cameron,Alice,Blake
"Then, Martha and Alicia were working at the gym. Martha decided to give a raspberry to",Alicia,"Then, Abel and Madisyn were working at the gym. Scott decided to give a raspberry to",Ross,Martha,Abel
"When Juana and Ethel got a blueberry at the lake, Ethel decided to give it to",Juana,"When Kristin and Ahmed got a blueberry at the lake, Christine decided to give it to",Rene,Ethel,Ahmed
"Then, Natasha and William were thinking about going to the gym. Natasha wanted to give a cherry to",William,"Then, Jarrett and August were thinking about going to the gym. Chase wanted to give a cherry to",Brenda,Natasha,Jarrett
"Then, Kevin and Jessie were thinking about going to the cave. Kevin wanted to give a cantaloupe to",Jessie,"Then, Christian and Nina were thinking about going to the cave. Vernon wanted to give a cantaloupe to",Dustin,Kevin,Christian
"Then, Carmen and Marsha had a lot of fun at the park. Marsha gave a mango to",Carmen,"Then, Jazmin and Mitchell had a lot of fun at the park. Noah gave a mango to",Reese,Marsha,Mitchell
"While Mattie and Leigh were working at the home, Leigh gave a banana to",Mattie,"While Abram and Colt were working at the home, Jordan gave a banana to",Selina,Leigh,Colt
"While Yvette and William were commuting to the mountain, Yvette gave a peach to",William,"While Dayton and Dean were commuting to the mountain, Ryley gave a peach to",Ivy,Yvette,Dayton
"Afterwards, Janet and Jackie went to the lake. Jackie gave a kiwi to",Janet,"Afterwards, Avery and Katherine went to the lake. Brendan gave a kiwi to",Sheldon,Jackie,Katherine
"When Carmen and Faye got a apple at the desert, Faye decided to give it to",Carmen,"When Lorenzo and Karlee got a apple at the desert, Jaylin decided to give it to",Michael,Faye,Karlee
"Then, Kristina and Harriet went to the home. Kristina gave a raspberry to",Harriet,"Then, Ingrid and Harold went to the home. Violet gave a raspberry to",Tyrique,Kristina,Ingrid
"While Jacqueline and Ethel were working at the desert, Ethel gave a coconut to",Jacqueline,"While Giovanna and Deion were working at the desert, Wesley gave a coconut to",Laisha,Ethel,Deion
Friends Kevin and Jacqueline found a banana at the gym. Kevin gave it to,Jacqueline,Friends Jacob and Garett found a banana at the gym. Susan gave it to,Mathew,Kevin,Jacob
"While Theresa and Melissa were commuting to the store, Melissa gave a raspberry to",Theresa,"While Kali and Blair were commuting to the store, Prince gave a raspberry to",Marie,Melissa,Blair
"Afterwards, Lorraine and Bernadette went to the museum. Bernadette gave a cherry to",Lorraine,"Afterwards, Kendrick and Darrin went to the museum. Cade gave a cherry to",Alexzander,Bernadette,Darrin
Friends Wilma and Erika found a apple at the store. Erika gave it to,Wilma,Friends Corey and Alexa found a apple at the store. Kale gave it to,Domenic,Erika,Alexa
The zoo Bernadette and Juana went to had a blackberry. Bernadette gave it to,Juana,The zoo Xzavier and Dario went to had a blackberry. Brycen gave it to,Lexus,Bernadette,Xzavier
"Then, Megan and Virginia went to the gym. Megan gave a peach to",Virginia,"Then, Jamal and Houston went to the gym. Jaime gave a peach to",Sylvia,Megan,Jamal
"Afterwards, Marian and Gwen went to the theater. Gwen gave a coconut to",Marian,"Afterwards, Hailey and Conrad went to the theater. Nathalie gave a coconut to",Harley,Gwen,Conrad
"Then, Paula and Mona went to the school. Mona gave a peach to",Paula,"Then, Maia and Deborah went to the school. Giselle gave a peach to",Lewis,Mona,Deborah
"Then, Kelly and Diana went to the shop. Kelly gave a orange to",Diana,"Then, Roy and Ellis went to the shop. Misty gave a orange to",Conor,Kelly,Roy
"After the lunch, Chelsea and Martha went to the home. Martha gave a peach to",Chelsea,"After the lunch, Brook and Reagan went to the home. Marc gave a peach to",Parker,Martha,Reagan
"Then, Alice and Ella had a lot of fun at the market. Alice gave a peach to",Ella,"Then, Chelsea and Jeremiah had a lot of fun at the market. Lily gave a peach to",Asha,Alice,Chelsea
"When Carol and Wilma got a cherry at the market, Carol decided to give it to",Wilma,"When Sammy and Anahi got a cherry at the market, Helen decided to give it to",Anastasia,Carol,Sammy
"Then, Juana and Lee were working at the zoo. Lee decided to give a raspberry to",Juana,"Then, Brooks and Henry were working at the zoo. Brisa decided to give a raspberry to",Francis,Lee,Henry
"When Ella and Yvette got a orange at the mountain, Yvette decided to give it to",Ella,"When Travis and Julio got a orange at the mountain, Tori decided to give it to",Abigayle,Yvette,Julio
"Then, Evelyn and Pat were thinking about going to the park. Pat wanted to give a blackberry to",Evelyn,"Then, Gonzalo and Brad were thinking about going to the park. Sawyer wanted to give a blackberry to",Armani,Pat,Brad
"While Lee and David were working at the lake, Lee gave a cantaloupe to",David,"While Bruce and Prince were working at the lake, Theresa gave a cantaloupe to",Sergio,Lee,Bruce
"Then, Violet and Janet had a lot of fun at the store. Violet gave a orange to",Janet,"Then, Bryce and Frankie had a lot of fun at the store. Darrell gave a orange to",Maxwell,Violet,Bryce
"After the lunch, Diana and Richard went to the mountain. Richard gave a cantaloupe to",Diana,"After the lunch, Kole and Roger went to the mountain. Junior gave a cantaloupe to",Bennett,Richard,Roger
"When Brandy and Kari got a grape at the cave, Kari decided to give the grape to",Brandy,"When Katlyn and Alexis got a grape at the cave, Imani decided to give the grape to",Diego,Kari,Alexis
"Then, Geneva and Mattie were working at the gym. Geneva decided to give a apple to",Mattie,"Then, Brenda and Suzanne were working at the gym. Rigoberto decided to give a apple to",Barry,Geneva,Brenda
"When Sheila and Carol got a plum at the bar, Carol decided to give the plum to",Sheila,"When Kenny and Stanley got a plum at the bar, Trinity decided to give the plum to",Parker,Carol,Stanley
"Then, Irma and Kim had a lot of fun at the park. Irma gave a grape to",Kim,"Then, Raphael and Donald had a lot of fun at the park. Piper gave a grape to",Phoenix,Irma,Raphael
Friends Angie and Kari found a papaya at the library. Kari gave it to,Angie,Friends Mohammad and Taya found a papaya at the library. Connor gave it to,Camila,Kari,Taya
"While Robin and Alicia were commuting to the cave, Robin gave a mango to",Alicia,"While Christian and Annalise were commuting to the cave, Kendall gave a mango to",Gary,Robin,Christian
"After Mark and Eleanor went to the river, Eleanor gave a cantaloupe to",Mark,"After Kelly and Carissa went to the river, Carly gave a cantaloupe to",Reagan,Eleanor,Carissa
"Then, Jessie and Alice were working at the gym. Alice decided to give a pear to",Jessie,"Then, Tyree and Raven were working at the gym. Conrad decided to give a pear to",Jane,Alice,Raven
"After the lunch, Loretta and Pat went to the school. Pat gave a raspberry to",Loretta,"After the lunch, Jaycee and Davis went to the school. Maria gave a raspberry to",Noelle,Pat,Davis
"When Richard and Deanna got a coconut at the river, Richard decided to give the coconut to",Deanna,"When Kevin and Kristofer got a coconut at the river, Hillary decided to give the coconut to",Stephen,Richard,Kevin
"Then, Theresa and Violet were working at the zoo. Violet decided to give a banana to",Theresa,"Then, Jeffery and Tyreek were working at the zoo. Wayne decided to give a banana to",Nathan,Violet,Tyreek
The cafe Brian and Rachel went to had a orange. Rachel gave it to,Brian,The cafe Pat and Peter went to had a orange. Graham gave it to,Drew,Rachel,Peter
"Then, Ginger and Martha went to the bar. Martha gave a orange to",Ginger,"Then, Kyleigh and Madeline went to the bar. Johnny gave a orange to",Byron,Martha,Madeline
The school Jackie and Amanda went to had a apple. Jackie gave it to,Amanda,The school Stuart and Declan went to had a apple. Jace gave it to,Felix,Jackie,Stuart
"Then, Geneva and Theresa were working at the lake. Geneva decided to give a kiwi to",Theresa,"Then, Jamison and Claire were working at the lake. Ashley decided to give a kiwi to",Dylan,Geneva,Jamison
The theater Mattie and Richard went to had a pear. Richard gave it to,Mattie,The theater Avery and Carter went to had a pear. Mara gave it to,Bailee,Richard,Carter
"Then, Marsha and Mildred were working at the forest. Marsha decided to give a strawberry to",Mildred,"Then, Zander and Rosalinda were working at the forest. Korey decided to give a strawberry to",Shamar,Marsha,Zander
Friends Alyssa and Rachel found a watermelon at the library. Rachel gave it to,Alyssa,Friends Efrain and Israel found a watermelon at the library. Maeve gave it to,Britney,Rachel,Israel
The mountain Stella and Faye went to had a grape. Faye gave it to,Stella,The mountain Jeffrey and Kayli went to had a grape. Alex gave it to,Juliet,Faye,Kayli
"After the lunch, Dianne and Robin went to the cave. Robin gave a strawberry to",Dianne,"After the lunch, Desirae and Roman went to the cave. Sandra gave a strawberry to",Brandon,Robin,Roman
"When Nellie and Marilyn got a orange at the desert, Marilyn decided to give it to",Nellie,"When Brayden and Allyssa got a orange at the desert, Brooklynn decided to give it to",Israel,Marilyn,Allyssa
"Then, Jackie and Angie went to the cave. Jackie gave a coconut to",Angie,"Then, Damaris and Fabiola went to the cave. Alicia gave a coconut to",Caroline,Jackie,Damaris
"Then, Sonia and Loretta were thinking about going to the cave. Sonia wanted to give a pear to",Loretta,"Then, Moses and Cayla were thinking about going to the cave. Gregory wanted to give a pear to",Madilyn,Sonia,Moses
"When Rebecca and Chelsea got a cherry at the cave, Rebecca decided to give the cherry to",Chelsea,"When Elmer and Jamie got a cherry at the cave, Eric decided to give the cherry to",John,Rebecca,Elmer
"Then, Rachel and Heidi were working at the shop. Rachel decided to give a strawberry to",Heidi,"Then, River and Lucy were working at the shop. Diamond decided to give a strawberry to",Luke,Rachel,River
Friends Richard and William found a kiwi at the river. Richard gave it to,William,Friends John and Robert found a kiwi at the river. Frances gave it to,Abram,Richard,John
"Afterwards, Pat and Ginger went to the store. Pat gave a strawberry to",Ginger,"Afterwards, Taylor and Christy went to the store. Stephen gave a strawberry to",Ezra,Pat,Taylor
"When Eleanor and Brandy got a cantaloupe at the beach, Eleanor decided to give the cantaloupe to",Brandy,"When Jamison and Rodney got a cantaloupe at the beach, Brendon decided to give the cantaloupe to",Jesus,Eleanor,Jamison
"While Inez and Diana were commuting to the river, Inez gave a honeydew to",Diana,"While Micaela and Nia were commuting to the river, Robert gave a honeydew to",Johnathon,Inez,Micaela
"While Rachel and Nellie were working at the cave, Rachel gave a cantaloupe to",Nellie,"While Howard and Brianna were working at the cave, Ralph gave a cantaloupe to",Daisha,Rachel,Howard
"When Jacqueline and Fannie got a watermelon at the gym, Fannie decided to give the watermelon to",Jacqueline,"When Jaxson and Monique got a watermelon at the gym, Dominic decided to give the watermelon to",Rashad,Fannie,Monique
"When Melanie and Suzanne got a strawberry at the beach, Suzanne decided to give it to",Melanie,"When Katy and Finn got a strawberry at the beach, Christopher decided to give it to",Santiago,Suzanne,Finn
"Afterwards, Charlene and Martha went to the theater. Martha gave a kiwi to",Charlene,"Afterwards, Carlie and Dylan went to the theater. Orlando gave a kiwi to",Kennedi,Martha,Dylan
"When Kelly and Jessie got a papaya at the gym, Kelly decided to give it to",Jessie,"When Howard and Calvin got a papaya at the gym, Kent decided to give it to",Bret,Kelly,Howard
Friends Chelsea and Bernadette found a blueberry at the lake. Bernadette gave it to,Chelsea,Friends Justin and Cristal found a blueberry at the lake. Katelin gave it to,Lauryn,Bernadette,Cristal
"After Velma and Marian went to the cafe, Velma gave a strawberry to",Marian,"After Jamison and Marissa went to the cafe, Carlos gave a strawberry to",Jefferson,Velma,Jamison
"While Marian and Yvette were commuting to the cave, Yvette gave a watermelon to",Marian,"While Lincoln and Princess were commuting to the cave, Taya gave a watermelon to",Kamryn,Yvette,Princess
