ioi_sentences_input,ioi_sentences_labels,corr_ioi_sentences_input,corr_ioi_sentences_labels,ioi_sentences_labels_wrong,corr_ioi_sentences_labels_wrong
"While Kathryn and Pat were commuting to the cave, Pat gave a cherry to",Kathryn,"While Inez and Angel were commuting to the cave, Jackson gave a cherry to",Eden,Pat,Angel
"Afterwards, Jacqueline and Richard went to the market. Richard gave a kiwi to",Jacqueline,"Afterwards, Quintin and Jose went to the market. Montana gave a kiwi to",Carina,Richard,Jose
"Then, Harriet and Marsha were working at the mountain. Marsha decided to give a mango to",Harriet,"Then, Victor and Piper were working at the mountain. Valeria decided to give a mango to",Draven,Marsha,Piper
"Then, Miriam and Amanda had a lot of fun at the shop. Miriam gave a blueberry to",Amanda,"Then, Aja and Annika had a lot of fun at the shop. Damian gave a blueberry to",Kennedi,Miriam,Aja
"Then, Marilyn and Rosemarie had a lot of fun at the market. Marilyn gave a orange to",Rosemarie,"Then, Yvonne and Efrain had a lot of fun at the market. Bridget gave a orange to",Willow,Marilyn,Yvonne
"Then, Ella and Velma were working at the shop. Velma decided to give a apple to",Ella,"Then, Maura and Leanna were working at the shop. Dangelo decided to give a apple to",Conner,Velma,Leanna
"When Kim and Rebecca got a pineapple at the cafe, Rebecca decided to give the pineapple to",Kim,"When Jay and Katie got a pineapple at the cafe, Tony decided to give the pineapple to",Shirley,Rebecca,Katie
The park Susan and Agnes went to had a raspberry. Agnes gave it to,Susan,The park Gordon and Nora went to had a raspberry. Zackery gave it to,Lexus,Agnes,Nora
Friends Sheila and Jody found a cantaloupe at the gym. Jody gave it to,Sheila,Friends Jaiden and Jonas found a cantaloupe at the gym. Jacklyn gave it to,Logan,Jody,Jonas
Friends Pauline and Harriet found a raspberry at the mountain. Pauline gave it to,Harriet,Friends Maya and Lucas found a raspberry at the mountain. Ricardo gave it to,Jabari,Pauline,Maya
"Then, Marsha and Susan were thinking about going to the library. Marsha wanted to give a pear to",Susan,"Then, Bret and Rose were thinking about going to the library. Josephine wanted to give a pear to",Alice,Marsha,Bret
"While Diana and Pat were commuting to the beach, Pat gave a raspberry to",Diana,"While Reese and Brandon were commuting to the beach, Lindsay gave a raspberry to",Kathryn,Pat,Brandon
"Then, Kristina and Anne were thinking about going to the school. Kristina wanted to give a watermelon to",Anne,"Then, Shannon and Sky were thinking about going to the school. Donte wanted to give a watermelon to",Evelyn,Kristina,Shannon
"When Stella and Teresa got a cherry at the beach, Teresa decided to give it to",Stella,"When Leo and Janet got a cherry at the beach, Sylvia decided to give it to",Bo,Teresa,Janet
"Then, Mildred and Inez were thinking about going to the museum. Inez wanted to give a grape to",Mildred,"Then, Lilliana and Adrienne were thinking about going to the museum. Corinne wanted to give a grape to",Marcus,Inez,Adrienne
Friends Kevin and Heidi found a watermelon at the beach. Kevin gave it to,Heidi,Friends Jason and Alec found a watermelon at the beach. Dakota gave it to,Maya,Kevin,Jason
"Then, Lee and Loretta went to the zoo. Lee gave a blackberry to",Loretta,"Then, Stone and Alysha went to the zoo. Sara gave a blackberry to",Lexi,Lee,Stone
The store Doris and Rebecca went to had a mango. Rebecca gave it to,Doris,The store Branden and Felicia went to had a mango. Vernon gave it to,Savana,Rebecca,Felicia
"Then, Stacey and Leona had a lot of fun at the river. Stacey gave a blackberry to",Leona,"Then, Amir and Duane had a lot of fun at the river. Rayna gave a blackberry to",Arturo,Stacey,Amir
"After Lorraine and Ethel went to the market, Ethel gave a papaya to",Lorraine,"After Izaiah and Kiera went to the market, Beatriz gave a papaya to",Sebastian,Ethel,Kiera
Friends Nellie and Rachel found a cantaloupe at the market. Rachel gave it to,Nellie,Friends Dianna and Cruz found a cantaloupe at the market. Layne gave it to,Addison,Rachel,Cruz
"Then, Kelly and Alicia went to the cave. Kelly gave a blackberry to",Alicia,"Then, Paul and Gianni went to the cave. Antonio gave a blackberry to",Lee,Kelly,Paul
"While Irma and Janet were working at the home, Irma gave a orange to",Janet,"While Eden and Nathan were working at the home, Kendall gave a orange to",Mohammed,Irma,Eden
"Then, Yvette and Mattie were working at the cave. Yvette decided to give a raspberry to",Mattie,"Then, Destin and Denise were working at the cave. Darby decided to give a raspberry to",Mireya,Yvette,Destin
"While Theresa and Jody were commuting to the school, Jody gave a pear to",Theresa,"While Josephine and Juliana were commuting to the school, Nyasia gave a pear to",Alex,Jody,Juliana
"When Charlene and Eleanor got a kiwi at the beach, Eleanor decided to give it to",Charlene,"When Genaro and Paula got a kiwi at the beach, Matthew decided to give it to",Gianni,Eleanor,Paula
"While Miriam and Leona were commuting to the shop, Miriam gave a pear to",Leona,"While Francis and Johnathan were commuting to the shop, Camden gave a pear to",Colton,Miriam,Francis
"Then, Melanie and Mona went to the desert. Mona gave a honeydew to",Melanie,"Then, Ivana and Jacoby went to the desert. Zoe gave a honeydew to",Jaime,Mona,Jacoby
"Then, Stacy and Alice were working at the home. Alice decided to give a cantaloupe to",Stacy,"Then, Hugh and Ruby were working at the home. Manuel decided to give a cantaloupe to",Hazel,Alice,Ruby
Friends Jackie and Jerry found a honeydew at the gym. Jackie gave it to,Jerry,Friends Raphael and Peter found a honeydew at the gym. Francis gave it to,Paris,Jackie,Raphael
"When Geneva and Juana got a banana at the bar, Geneva decided to give it to",Juana,"When Addison and Tania got a banana at the bar, Ryan decided to give it to",Lloyd,Geneva,Addison
"Then, Dianne and Pat went to the shop. Pat gave a kiwi to",Dianne,"Then, Brayden and Reilly went to the shop. Lewis gave a kiwi to",Prince,Pat,Reilly
"When Sheila and Velma got a cherry at the theater, Velma decided to give the cherry to",Sheila,"When Kody and Solomon got a cherry at the theater, Brennen decided to give the cherry to",Warren,Velma,Solomon
"Then, Dianne and Marsha were working at the theater. Marsha decided to give a orange to",Dianne,"Then, Bridget and Kiley were working at the theater. Mark decided to give a orange to",Sara,Marsha,Kiley
"Then, Amanda and Lee went to the zoo. Lee gave a honeydew to",Amanda,"Then, Eli and Craig went to the zoo. Gilbert gave a honeydew to",Fidel,Lee,Craig
"After the lunch, Alyssa and Jessica went to the mountain. Jessica gave a strawberry to",Alyssa,"After the lunch, Lukas and Andy went to the mountain. Braden gave a strawberry to",Shayla,Jessica,Andy
"While Geneva and Stella were working at the park, Geneva gave a cherry to",Stella,"While Dante and Jameson were working at the park, Craig gave a cherry to",Abdullah,Geneva,Dante
"When Natasha and David got a honeydew at the mountain, Natasha decided to give the honeydew to",David,"When Nicole and Edward got a honeydew at the mountain, Noah decided to give the honeydew to",Valerie,Natasha,Nicole
"After the lunch, Jessica and William went to the forest. Jessica gave a cantaloupe to",William,"After the lunch, Jonathan and Stephen went to the forest. Lawson gave a cantaloupe to",Benjamin,Jessica,Jonathan
"When Deanna and Megan got a kiwi at the theater, Megan decided to give the kiwi to",Deanna,"When Cassidy and Isaak got a kiwi at the theater, Annamarie decided to give the kiwi to",Bella,Megan,Isaak
Friends Charlene and Geneva found a mango at the river. Geneva gave it to,Charlene,Friends Ahmad and Carlee found a mango at the river. Madyson gave it to,Jill,Geneva,Carlee
"While William and Rebecca were commuting to the cafe, Rebecca gave a papaya to",William,"While Eric and Rey were commuting to the cafe, Wayne gave a papaya to",Jill,Rebecca,Rey
"When Mark and Sophia got a honeydew at the shop, Sophia decided to give the honeydew to",Mark,"When Aaron and Travon got a honeydew at the shop, Forrest decided to give the honeydew to",Kelly,Sophia,Travon
"While Charlene and Suzanne were working at the shop, Suzanne gave a grape to",Charlene,"While Jarvis and Beau were working at the shop, Arlene gave a grape to",Nicklaus,Suzanne,Beau
"When Stella and Faye got a watermelon at the gym, Faye decided to give the watermelon to",Stella,"When Philip and Ashlynn got a watermelon at the gym, Davon decided to give the watermelon to",Vernon,Faye,Ashlynn
"After the lunch, Kristina and Brandy went to the home. Kristina gave a watermelon to",Brandy,"After the lunch, Kalyn and Marquez went to the home. Alivia gave a watermelon to",Erica,Kristina,Kalyn
"After Kevin and Rosemarie went to the library, Kevin gave a papaya to",Rosemarie,"After Larry and Kassandra went to the library, Zaria gave a papaya to",Laurel,Kevin,Larry
"After Heidi and Stacey went to the gym, Stacey gave a cantaloupe to",Heidi,"After Coleman and Jada went to the gym, Valentin gave a cantaloupe to",Pierre,Stacey,Jada
"Then, Marsha and Ginger went to the desert. Marsha gave a orange to",Ginger,"Then, Chaz and Anton went to the desert. Unique gave a orange to",Selena,Marsha,Chaz
Friends Sophia and Amanda found a blueberry at the desert. Sophia gave it to,Amanda,Friends Yvonne and Savannah found a blueberry at the desert. Stone gave it to,Meredith,Sophia,Yvonne
"When Inez and Rosa got a coconut at the mountain, Inez decided to give it to",Rosa,"When Imani and Dennis got a coconut at the mountain, Gianna decided to give it to",Madyson,Inez,Imani
"Then, Virginia and Faye had a lot of fun at the school. Faye gave a blueberry to",Virginia,"Then, Carl and Daniela had a lot of fun at the school. Keven gave a blueberry to",Travis,Faye,Daniela
"Then, Lee and Chelsea were thinking about going to the park. Lee wanted to give a strawberry to",Chelsea,"Then, Jerry and Denver were thinking about going to the park. Angel wanted to give a strawberry to",Lucy,Lee,Jerry
"When Jacqueline and Rebecca got a mango at the school, Rebecca decided to give it to",Jacqueline,"When Josiah and Roland got a mango at the school, Sandra decided to give it to",Savanna,Rebecca,Roland
"Then, Ella and Erika went to the bar. Erika gave a pear to",Ella,"Then, Charlotte and Amanda went to the bar. Jazmin gave a pear to",Darion,Erika,Amanda
Friends Velma and Alyssa found a kiwi at the school. Velma gave it to,Alyssa,Friends Tracy and Roderick found a kiwi at the school. Monserrat gave it to,Arianna,Velma,Tracy
"When Kari and Mildred got a peach at the library, Kari decided to give the peach to",Mildred,"When Nickolas and Shakira got a peach at the library, Kate decided to give the peach to",Desirae,Kari,Nickolas
The bar Mildred and Kristina went to had a blackberry. Kristina gave it to,Mildred,The bar Jovani and Rayna went to had a blackberry. Aleah gave it to,Camron,Kristina,Rayna
"When Deanna and Estelle got a kiwi at the gym, Estelle decided to give the kiwi to",Deanna,"When Maura and Shamar got a kiwi at the gym, Marissa decided to give the kiwi to",Robyn,Estelle,Shamar
"Then, Dianne and Suzanne went to the shop. Suzanne gave a blackberry to",Dianne,"Then, Kathleen and Melissa went to the shop. Hugo gave a blackberry to",Tucker,Suzanne,Melissa
"Then, Amanda and Shannon went to the gym. Shannon gave a raspberry to",Amanda,"Then, Marquez and Kiera went to the gym. Raphael gave a raspberry to",Ashton,Shannon,Kiera
"While Wilma and Sonia were working at the cafe, Sonia gave a watermelon to",Wilma,"While Kane and Violet were working at the cafe, Carl gave a watermelon to",Jana,Sonia,Violet
"Then, Theresa and Melissa were working at the park. Melissa decided to give a strawberry to",Theresa,"Then, Trace and Kinsey were working at the park. Grace decided to give a strawberry to",Ryder,Melissa,Kinsey
"After the lunch, Kelly and Loretta went to the cafe. Kelly gave a pineapple to",Loretta,"After the lunch, Ali and Ernest went to the cafe. Rita gave a pineapple to",Darien,Kelly,Ali
"Then, Estelle and Stacy were thinking about going to the forest. Estelle wanted to give a pineapple to",Stacy,"Then, Deonte and Diane were thinking about going to the forest. Kelly wanted to give a pineapple to",Mckenna,Estelle,Deonte
"While Kim and Kristina were commuting to the park, Kristina gave a watermelon to",Kim,"While Jon and Naomi were commuting to the park, Allyson gave a watermelon to",Lyric,Kristina,Naomi
Friends Stacey and Mildred found a pear at the river. Stacey gave it to,Mildred,Friends Aja and Korbin found a pear at the river. Brionna gave it to,Joanna,Stacey,Aja
"Afterwards, Sarah and Stacey went to the gym. Stacey gave a raspberry to",Sarah,"Afterwards, Rick and Calvin went to the gym. Leanna gave a raspberry to",Terrence,Stacey,Calvin
"When Miriam and Wilma got a orange at the zoo, Miriam decided to give it to",Wilma,"When Jayde and Abbey got a orange at the zoo, Madelynn decided to give it to",Madeleine,Miriam,Jayde
"While Inez and Anne were working at the gym, Inez gave a papaya to",Anne,"While Lloyd and Kyle were working at the gym, Nora gave a papaya to",Cory,Inez,Lloyd
"While Leigh and Virginia were working at the library, Leigh gave a banana to",Virginia,"While Felix and Matthew were working at the library, Steve gave a banana to",Mike,Leigh,Felix
"After Ginger and Melissa went to the forest, Melissa gave a strawberry to",Ginger,"After Freddie and Colin went to the forest, Muhammad gave a strawberry to",Pierce,Melissa,Colin
"While Diana and Miriam were commuting to the lake, Miriam gave a banana to",Diana,"While Jayda and Melody were commuting to the lake, Carlos gave a banana to",Devyn,Miriam,Melody
"Afterwards, Janet and Gwen went to the market. Gwen gave a honeydew to",Janet,"Afterwards, Karina and Erik went to the market. Gary gave a honeydew to",Lukas,Gwen,Erik
"While Carol and Melanie were working at the market, Carol gave a mango to",Melanie,"While Hayden and Shamar were working at the market, Hillary gave a mango to",Brooke,Carol,Hayden
"When Harriet and Violet got a plum at the park, Violet decided to give it to",Harriet,"When Elijah and Camden got a plum at the park, Stella decided to give it to",Lawson,Violet,Camden
"While Violet and Amanda were commuting to the school, Violet gave a mango to",Amanda,"While Theodore and Adrian were commuting to the school, Joyce gave a mango to",Joy,Violet,Theodore
